"","Estimate","Est.Error","Q2.5","Q97.5","bpv_discrep","truncate","quantile"
"1",0.34762297498416,0.0134386155652201,0.320434868952083,0.372560347028314,0.516728091872792,FALSE,NA
"2",0.377400245375401,0.0139916612986455,0.348016987495083,0.403270471853558,0.516124544128373,TRUE,0
"3",0.316356117203695,0.0201827288303125,0.275746509894194,0.354677911162508,0.503956077630235,TRUE,0.1
"4",0.327746866034661,0.0216755268647442,0.283863378321369,0.368144943529606,0.495724884526559,TRUE,0.15
"5",0.378160580715104,0.0216233376019253,0.332660992190749,0.418322332134633,0.492396835443038,TRUE,0.2
"6",0.419571943015955,0.0211533838786892,0.374414994298721,0.458215789299568,0.491468833780161,TRUE,0.25
"7",0.452511520015782,0.0208362949272326,0.410422911090486,0.491514609479939,0.492312679083095,TRUE,0.3
"8",0.476528441711966,0.0197433066919766,0.43495899504337,0.511929153552796,0.493298706240487,TRUE,0.35
"9",0.495079363472756,0.0192123547548688,0.454525555560887,0.52887018114177,0.492528861788618,TRUE,0.4
"10",0.541342429224554,0.0178310441218592,0.503952533942819,0.574295994144026,0.493607078853047,TRUE,0.45
"11",0.396598385950949,0.0162323262660542,0.362545214441245,0.42570899278029,0.50863922675934,TRUE,0.05
"12",0.57835734093519,0.0172832519754815,0.540464263428106,0.609138928292327,0.493385658914729,TRUE,0.5
